node_id,state,tilt,displacement,crack_width,vibration,load_change,temperature,humidity,battery,rate_tilt_5m,rate_disp_5m,rate_crack_5m,risk_score,risk_level
N1,SUBSIDENCE,6.71,44.2,21.28,3.522,53.41,37.2,81.9,74.9,1.446,0.857,0.32,100.0,CRITICAL
N6,SUBSIDENCE,9.79,12.23,9.16,3.26,50.54,37.9,78.1,84.0,1.201,2.456,0.503,100.0,CRITICAL
N4,NORMAL,0.38,1.0,0.05,0.097,0.41,30.4,70.9,98.9,0.016,0.089,0.014,4.4,LOW
N2,NORMAL,0.18,0.51,0.27,0.173,-0.05,32.5,76.5,99.4,0.025,0.076,0.019,5.6,LOW
N4,NORMAL,0.13,2.11,0.28,0.151,-0.86,32.4,87.8,96.4,0.017,0.006,0.004,8.9,LOW
N5,NORMAL,0.23,0.52,0.94,0.143,1.78,29.2,84.5,84.0,0.024,0.016,0.008,9.4,LOW
N6,NORMAL,0.17,2.15,0.94,0.145,-0.75,34.9,67.3,88.7,0.009,0.073,0.009,8.7,LOW
N3,NORMAL,0.57,0.27,0.55,0.132,1.7,36.9,92.2,68.0,0.006,0.082,0.006,4.6,LOW
N4,NORMAL,0.62,0.52,0.68,0.156,2.54,32.6,93.6,87.8,0.013,0.008,0.001,7.7,LOW
N1,NORMAL,0.9,0.96,0.59,0.071,4.31,33.8,72.7,79.4,0.007,0.063,0.015,5.3,LOW
N2,NORMAL,0.83,2.34,0.5,0.068,0.71,26.2,90.3,67.3,0.027,0.098,0.013,11.1,LOW
N1,NORMAL,0.14,0.43,0.79,0.164,-0.12,24.9,66.7,77.6,0.025,0.06,0.008,5.7,LOW
N4,SUBSIDENCE,10.28,11.13,7.7,1.681,76.93,32.3,74.8,68.5,0.365,3.982,0.838,100.0,CRITICAL
N6,WARNING,2.04,7.52,1.28,0.215,8.43,29.9,80.2,60.1,0.244,0.134,0.097,31.3,MEDIUM
N3,SUBSIDENCE,7.64,15.21,5.76,2.59,90.81,35.4,85.9,76.5,1.702,4.177,0.749,100.0,CRITICAL
N3,NORMAL,0.21,1.08,0.99,0.109,0.39,32.9,82.5,98.3,0.037,0.069,0.012,6.2,LOW
N1,NORMAL,0.66,1.56,0.47,0.116,4.24,29.6,89.6,69.3,0.017,0.05,0.009,10.5,LOW
N5,WARNING,2.35,7.59,1.48,0.183,12.96,28.5,88.1,90.1,0.281,0.161,0.052,32.7,MEDIUM
N5,NORMAL,0.2,2.35,0.24,0.065,0.7,31.9,90.7,63.1,0.032,0.052,0.019,8.0,LOW
N6,NORMAL,1.04,0.65,0.36,0.071,0.36,28.1,89.1,81.6,0.046,0.044,0.005,8.6,LOW
N3,NORMAL,0.59,2.33,0.93,0.141,1.63,35.9,82.5,84.7,0.006,0.071,0.016,12.6,LOW
N1,NORMAL,0.88,2.21,0.05,0.11,0.58,25.7,67.7,73.9,0.042,0.013,0.018,7.6,LOW
N1,NORMAL,1.19,1.66,0.03,0.06,-0.96,32.6,71.5,93.2,0.0,0.051,0.008,7.2,LOW
N1,NORMAL,0.52,1.31,0.73,0.047,-0.16,30.8,87.5,80.3,0.008,0.077,0.002,6.7,LOW
N4,WARNING,2.37,2.85,3.35,0.524,25.03,33.3,92.0,85.5,0.241,0.492,0.137,43.4,MEDIUM
N6,NORMAL,0.97,1.3,0.59,0.049,1.42,32.1,73.6,93.7,0.007,0.047,0.001,6.8,LOW
N5,NORMAL,0.51,2.31,0.47,0.156,0.08,33.2,73.7,79.4,0.023,0.063,0.005,10.6,LOW
N5,WARNING,1.25,2.93,1.68,0.64,24.81,29.1,90.1,77.1,0.273,0.733,0.106,39.6,MEDIUM
N4,NORMAL,1.04,1.36,0.42,0.065,-1.11,26.4,76.7,82.2,0.026,0.033,0.005,10.0,LOW
N2,NORMAL,1.02,2.09,0.86,0.112,1.92,25.2,91.4,74.9,0.045,0.029,0.003,12.7,LOW
N4,SUBSIDENCE,7.74,37.71,10.72,3.744,59.13,27.2,68.3,86.0,1.399,3.269,0.502,100.0,CRITICAL
N6,NORMAL,0.11,1.72,0.78,0.068,3.22,30.8,94.4,96.3,0.008,0.096,0.005,9.7,LOW
N1,NORMAL,0.83,1.05,0.7,0.094,-1.24,33.3,65.9,67.9,0.04,0.087,0.008,8.3,LOW
N4,NORMAL,0.73,0.83,0.94,0.154,2.59,28.3,82.9,77.4,0.05,0.024,0.018,12.2,LOW
N1,NORMAL,0.59,1.95,0.35,0.101,-0.52,27.7,73.8,88.0,0.038,0.055,0.005,8.3,LOW
N6,NORMAL,0.75,2.09,0.57,0.069,4.74,34.1,77.4,78.7,0.044,0.028,0.018,12.0,LOW
N6,WARNING,2.23,6.88,1.53,0.213,19.95,33.4,93.8,89.3,0.123,0.495,0.245,41.2,MEDIUM
N3,NORMAL,0.18,2.25,0.2,0.158,3.24,32.5,67.5,95.6,0.042,0.025,0.016,8.5,LOW
N1,NORMAL,1.06,1.52,0.45,0.084,2.22,28.3,85.0,85.9,0.042,0.057,0.003,9.6,LOW
N5,NORMAL,0.67,0.75,0.27,0.097,0.76,31.0,77.8,87.2,0.016,0.083,0.01,7.3,LOW
N4,NORMAL,0.29,2.37,0.1,0.134,2.93,29.1,77.7,92.1,0.006,0.099,0.001,9.3,LOW
N6,WARNING,1.27,5.56,1.61,0.506,24.39,35.9,92.8,77.5,0.059,0.147,0.04,37.2,MEDIUM
N1,NORMAL,1.06,1.3,0.4,0.105,3.53,36.8,68.7,88.2,0.011,0.03,0.017,11.0,LOW
N2,NORMAL,0.11,0.77,0.07,0.102,0.4,28.1,66.4,94.1,0.007,0.0,0.008,4.2,LOW
N3,NORMAL,0.55,1.98,0.42,0.031,0.76,33.2,94.9,96.6,0.044,0.001,0.018,5.1,LOW
N2,NORMAL,1.06,0.29,0.28,0.08,2.9,26.2,78.7,83.1,0.032,0.017,0.015,8.8,LOW
N6,NORMAL,1.06,1.65,0.95,0.179,1.56,31.0,76.0,71.4,0.003,0.003,0.017,12.2,LOW
N2,WARNING,1.85,2.9,1.91,0.548,16.56,25.6,78.5,61.7,0.287,0.568,0.219,38.9,MEDIUM
N2,NORMAL,1.08,0.54,0.81,0.168,1.09,33.0,65.0,91.4,0.019,0.06,0.015,10.1,LOW
N3,NORMAL,0.26,1.23,0.28,0.168,1.51,27.3,77.4,99.4,0.026,0.008,0.018,3.2,LOW
N3,NORMAL,0.23,1.85,0.26,0.087,0.93,35.9,92.3,72.5,0.047,0.001,0.007,8.9,LOW
N3,WARNING,1.76,5.04,3.24,0.268,28.53,32.8,83.7,90.2,0.178,0.199,0.175,42.5,MEDIUM
N3,NORMAL,0.3,1.8,0.89,0.105,1.4,36.0,80.0,93.6,0.04,0.015,0.007,11.6,LOW
N2,WARNING,1.78,4.64,3.47,0.273,31.84,30.4,87.3,82.2,0.127,0.781,0.21,51.5,HIGH
N5,WARNING,3.16,5.35,3.96,0.256,25.29,29.1,66.4,77.1,0.111,0.234,0.114,42.5,MEDIUM
N5,SUBSIDENCE,11.59,25.27,9.43,4.024,72.93,29.0,74.7,75.8,0.731,3.697,0.53,100.0,CRITICAL
N3,NORMAL,0.74,1.39,0.74,0.135,-1.68,36.5,74.7,98.5,0.007,0.022,0.012,8.0,LOW
N4,NORMAL,0.29,2.33,0.8,0.082,-0.56,32.0,88.0,81.1,0.02,0.021,0.011,8.5,LOW
N1,WARNING,1.99,7.51,1.23,0.641,17.29,25.7,78.8,74.0,0.095,0.184,0.071,38.8,MEDIUM
N6,SUBSIDENCE,6.53,13.8,15.88,2.847,108.67,26.5,84.4,76.3,0.551,3.886,0.292,100.0,CRITICAL
N4,SUBSIDENCE,5.46,8.1,15.94,2.271,47.81,32.6,73.3,70.9,1.758,2.098,0.629,100.0,CRITICAL
N6,NORMAL,1.16,0.8,0.61,0.026,-0.92,28.6,86.0,85.0,0.001,0.053,0.01,5.0,LOW
N4,NORMAL,0.76,0.97,0.33,0.16,1.81,26.6,73.5,85.2,0.014,0.054,0.005,9.6,LOW
N4,NORMAL,0.67,0.58,0.91,0.1,3.56,30.4,92.1,88.7,0.017,0.096,0.015,7.6,LOW
N5,WARNING,2.19,7.86,1.9,0.326,31.84,26.5,74.4,65.0,0.227,0.342,0.073,47.3,MEDIUM
N1,NORMAL,0.26,1.99,0.06,0.09,0.83,25.2,87.0,65.9,0.048,0.047,0.003,5.4,LOW
N4,NORMAL,1.13,1.49,0.4,0.129,-0.61,30.0,87.8,96.7,0.019,0.003,0.018,10.6,LOW
N3,WARNING,2.7,4.57,2.86,0.385,22.02,30.9,70.7,95.7,0.158,0.205,0.199,44.2,MEDIUM
N6,NORMAL,1.04,1.49,0.97,0.168,4.28,35.6,91.1,90.1,0.007,0.029,0.008,12.8,LOW
N5,SUBSIDENCE,7.52,13.99,4.63,3.163,109.56,28.1,89.9,85.0,0.818,2.904,1.263,100.0,CRITICAL
N6,NORMAL,0.73,1.95,0.24,0.118,-0.32,34.0,80.4,87.8,0.009,0.062,0.005,7.8,LOW
N3,NORMAL,1.08,0.52,0.07,0.084,3.02,25.1,82.4,73.8,0.044,0.003,0.016,8.2,LOW
N3,NORMAL,0.12,0.42,0.35,0.173,-0.92,27.7,83.5,77.4,0.014,0.099,0.01,5.9,LOW
N4,WARNING,3.17,2.54,3.99,0.218,21.11,36.0,77.9,72.0,0.224,0.485,0.089,43.1,MEDIUM
N3,NORMAL,0.95,0.54,0.21,0.06,1.04,37.6,89.2,65.4,0.001,0.099,0.012,7.6,LOW
N1,NORMAL,0.33,0.28,0.83,0.115,-0.49,27.7,74.4,86.7,0.049,0.074,0.014,7.8,LOW
N3,SUBSIDENCE,8.55,31.95,19.82,1.303,43.73,38.2,81.8,82.7,1.147,2.651,0.754,100.0,CRITICAL
N4,NORMAL,0.5,0.99,0.99,0.12,3.78,28.8,81.9,66.2,0.022,0.019,0.006,9.9,LOW
N6,NORMAL,0.53,0.43,0.5,0.172,0.37,30.7,76.9,95.7,0.002,0.061,0.013,6.9,LOW
N3,NORMAL,1.13,1.75,0.5,0.031,0.11,36.1,92.4,89.7,0.014,0.006,0.017,8.9,LOW
N5,NORMAL,0.88,1.3,0.86,0.102,-1.79,30.2,79.9,64.3,0.029,0.039,0.01,11.2,LOW
N5,WARNING,1.23,4.37,1.76,0.323,33.11,34.9,94.5,78.6,0.255,0.109,0.022,34.6,MEDIUM
N5,NORMAL,0.58,0.83,0.67,0.095,-0.83,34.8,86.0,73.1,0.024,0.038,0.018,8.7,LOW
N6,NORMAL,0.25,2.19,0.34,0.115,2.14,30.5,70.2,93.4,0.046,0.017,0.015,7.8,LOW
N2,NORMAL,1.0,0.29,0.71,0.045,2.27,32.4,68.0,89.8,0.032,0.067,0.002,7.4,LOW
N5,WARNING,1.35,6.67,3.65,0.35,28.35,28.0,70.8,96.6,0.154,0.658,0.178,48.3,MEDIUM
N5,NORMAL,1.02,1.72,0.35,0.102,1.91,34.1,79.8,90.4,0.004,0.097,0.002,9.8,LOW
N2,NORMAL,0.39,1.11,0.53,0.039,3.96,32.3,85.7,94.7,0.05,0.042,0.008,7.6,LOW
N6,NORMAL,0.51,1.96,0.24,0.129,1.27,30.8,91.9,87.0,0.033,0.038,0.006,7.4,LOW
N5,NORMAL,0.77,1.86,0.73,0.067,-0.37,33.7,65.2,64.4,0.025,0.015,0.009,5.4,LOW
N4,NORMAL,1.16,2.33,0.42,0.114,-0.91,29.7,74.3,87.3,0.017,0.079,0.017,11.5,LOW
N6,NORMAL,0.89,2.46,0.7,0.058,-1.58,30.2,73.6,97.0,0.013,0.023,0.002,8.9,LOW
N5,WARNING,2.13,7.32,1.92,0.654,18.64,28.3,85.5,81.2,0.058,0.441,0.072,42.9,MEDIUM
N5,NORMAL,1.08,2.35,0.69,0.158,-0.63,33.3,90.2,71.9,0.004,0.033,0.007,11.2,LOW
N2,SUBSIDENCE,7.11,11.88,11.43,1.49,63.68,30.2,94.1,87.2,0.7,3.792,0.255,100.0,CRITICAL
N4,SUBSIDENCE,10.06,39.82,10.51,0.978,65.8,37.1,66.1,73.4,1.279,2.172,0.81,100.0,CRITICAL
N6,NORMAL,0.64,0.89,0.45,0.084,4.47,24.6,74.0,61.1,0.025,0.048,0.005,9.1,LOW
N3,NORMAL,1.01,0.67,0.91,0.162,2.65,31.1,93.5,92.7,0.043,0.088,0.016,12.9,LOW
N1,NORMAL,0.24,1.17,0.54,0.105,0.66,31.0,88.6,87.7,0.027,0.009,0.013,6.7,LOW
N4,WARNING,1.46,4.43,3.21,0.372,22.01,30.7,87.2,73.2,0.29,0.156,0.064,39.3,MEDIUM
N3,NORMAL,0.23,0.93,0.64,0.147,4.84,37.0,81.0,87.6,0.038,0.049,0.006,9.2,LOW
N4,NORMAL,0.62,0.76,0.55,0.154,0.68,37.6,76.6,79.9,0.033,0.004,0.019,5.9,LOW
N3,NORMAL,0.28,0.65,0.6,0.12,0.39,26.1,81.5,62.3,0.019,0.051,0.019,5.5,LOW
N3,WARNING,2.25,4.68,1.49,0.273,18.5,28.2,81.0,89.8,0.082,0.306,0.036,32.0,MEDIUM
N4,WARNING,3.11,4.36,3.82,0.317,7.42,36.6,88.3,93.3,0.281,0.478,0.101,41.9,MEDIUM
N2,NORMAL,0.42,2.21,0.65,0.138,0.19,33.3,79.9,88.0,0.012,0.041,0.012,7.5,LOW
N4,WARNING,2.83,6.16,1.75,0.434,27.97,26.4,71.7,78.4,0.272,0.451,0.247,48.0,MEDIUM
N4,NORMAL,0.66,1.18,0.43,0.098,0.24,35.4,75.9,76.2,0.007,0.096,0.016,9.2,LOW
N3,NORMAL,1.13,2.44,0.94,0.123,-0.3,28.4,71.0,70.6,0.03,0.059,0.018,10.3,LOW
N1,SUBSIDENCE,5.57,31.99,18.62,2.02,48.23,33.2,72.7,96.7,0.815,2.822,1.081,100.0,CRITICAL
N3,NORMAL,0.58,1.26,0.97,0.159,3.64,26.9,94.7,66.9,0.009,0.084,0.009,14.3,LOW
N5,NORMAL,1.11,0.2,0.44,0.025,4.39,34.9,87.4,61.3,0.006,0.067,0.013,11.0,LOW
N4,NORMAL,0.53,0.94,0.97,0.144,2.96,27.2,85.9,80.3,0.022,0.089,0.0,9.9,LOW
N6,SUBSIDENCE,8.04,23.4,7.0,1.323,57.09,38.1,68.6,70.9,1.002,3.849,0.809,100.0,CRITICAL
N4,WARNING,1.36,5.31,1.27,0.634,6.19,32.2,76.6,67.9,0.169,0.394,0.067,35.7,MEDIUM
N2,WARNING,3.1,6.13,1.04,0.466,13.14,25.2,92.9,65.8,0.279,0.608,0.161,42.3,MEDIUM
N6,WARNING,2.24,6.25,2.48,0.683,30.06,34.1,87.1,73.8,0.084,0.532,0.032,52.1,HIGH
N3,NORMAL,0.97,1.7,0.5,0.093,-1.24,32.3,73.7,69.9,0.027,0.016,0.013,8.6,LOW
N2,NORMAL,0.62,1.38,0.8,0.069,0.82,31.8,75.8,84.1,0.017,0.039,0.011,10.8,LOW
N4,NORMAL,0.78,1.41,0.45,0.032,1.79,32.2,72.1,66.5,0.036,0.022,0.016,6.7,LOW
N3,NORMAL,0.37,1.95,0.25,0.129,1.82,31.5,67.0,66.4,0.027,0.085,0.017,9.6,LOW
N3,NORMAL,1.14,0.51,0.84,0.106,-1.2,29.4,83.2,85.1,0.046,0.093,0.012,11.2,LOW
N5,SUBSIDENCE,8.79,35.14,5.21,1.104,56.21,33.1,70.6,74.2,0.825,3.161,0.465,100.0,CRITICAL
N5,NORMAL,1.13,2.26,0.95,0.115,1.51,30.5,85.3,89.1,0.042,0.008,0.02,10.6,LOW
N1,NORMAL,0.79,2.25,0.29,0.105,1.01,30.9,81.1,79.7,0.035,0.04,0.018,11.1,LOW
N5,NORMAL,0.78,1.37,0.94,0.041,-1.91,37.5,70.5,87.8,0.026,0.076,0.013,9.3,LOW
N6,NORMAL,1.0,2.3,0.53,0.078,4.69,27.9,83.4,81.6,0.04,0.047,0.013,11.0,LOW
N3,SUBSIDENCE,3.83,40.03,12.82,2.405,56.26,26.9,75.0,99.1,0.595,1.878,1.062,100.0,CRITICAL
N5,NORMAL,0.4,2.42,0.1,0.147,1.08,28.9,83.1,69.2,0.01,0.079,0.0,8.6,LOW
N1,NORMAL,0.47,0.41,0.85,0.088,-0.98,31.0,92.2,67.4,0.01,0.028,0.005,4.6,LOW
N4,WARNING,2.24,6.15,1.55,0.268,9.66,36.6,93.6,75.9,0.27,0.598,0.097,36.0,MEDIUM
N6,NORMAL,0.66,1.02,0.23,0.145,2.54,30.7,67.2,65.0,0.018,0.001,0.015,5.3,LOW
N5,NORMAL,0.79,1.46,0.24,0.042,4.19,27.5,84.7,79.6,0.007,0.009,0.012,9.1,LOW
N3,NORMAL,0.33,0.36,0.07,0.114,3.31,36.1,83.9,87.8,0.034,0.059,0.004,4.6,LOW
N4,NORMAL,0.35,0.8,0.91,0.096,1.88,36.6,86.9,81.8,0.006,0.039,0.018,8.4,LOW
N3,SUBSIDENCE,11.41,40.26,19.23,3.792,68.99,33.8,67.1,65.5,1.088,2.369,1.175,100.0,CRITICAL
N4,WARNING,1.64,6.19,1.33,0.488,30.23,35.6,93.1,75.6,0.287,0.4,0.143,43.1,MEDIUM
N6,NORMAL,0.49,1.24,0.25,0.158,0.23,32.5,82.6,71.8,0.022,0.032,0.002,6.9,LOW
N3,WARNING,1.27,7.65,2.07,0.487,9.31,36.0,73.7,94.9,0.113,0.405,0.149,36.5,MEDIUM
N5,NORMAL,0.6,1.2,0.4,0.162,-0.24,31.0,95.0,84.3,0.043,0.009,0.019,9.2,LOW
N5,NORMAL,0.23,0.34,0.19,0.087,3.23,28.2,75.7,72.0,0.0,0.026,0.012,2.3,LOW
N1,NORMAL,1.15,0.35,0.91,0.072,-0.27,31.7,79.3,99.1,0.044,0.029,0.02,9.1,LOW
N4,NORMAL,0.35,2.29,0.59,0.141,2.07,29.6,75.4,88.5,0.031,0.015,0.003,9.2,LOW
N1,NORMAL,0.9,1.5,0.4,0.128,2.81,29.2,77.6,93.9,0.04,0.081,0.001,11.6,LOW
N2,WARNING,2.35,5.19,2.66,0.253,21.96,37.4,67.4,90.9,0.188,0.628,0.166,43.3,MEDIUM
N5,SUBSIDENCE,9.89,17.97,16.57,3.025,57.4,39.2,71.7,65.4,1.386,4.243,0.632,100.0,CRITICAL
N4,NORMAL,0.18,0.69,0.34,0.137,-1.5,24.6,71.8,69.2,0.025,0.052,0.005,4.6,LOW
N6,NORMAL,0.86,0.74,0.34,0.028,2.37,33.5,74.8,88.4,0.024,0.034,0.014,7.0,LOW
N1,NORMAL,0.48,0.71,0.72,0.136,4.06,26.4,93.2,72.3,0.025,0.023,0.017,9.9,LOW
N6,NORMAL,0.12,0.63,0.41,0.029,0.87,27.2,77.6,90.4,0.01,0.002,0.006,4.2,LOW
N6,NORMAL,0.66,1.97,0.34,0.022,4.46,32.2,91.5,94.7,0.016,0.053,0.009,7.6,LOW
N6,NORMAL,1.18,1.42,0.92,0.097,-1.69,25.1,75.8,99.3,0.007,0.033,0.015,10.3,LOW
N1,WARNING,3.01,5.65,1.19,0.188,8.16,24.7,67.7,77.1,0.132,0.524,0.065,33.1,MEDIUM
N2,NORMAL,0.95,2.09,0.29,0.126,0.75,31.0,65.8,76.7,0.049,0.04,0.008,12.9,LOW
N1,NORMAL,1.01,1.61,0.97,0.072,-0.87,31.1,87.6,84.0,0.038,0.004,0.003,6.5,LOW
N3,NORMAL,1.19,1.71,0.72,0.179,2.15,36.8,90.6,72.3,0.036,0.03,0.011,14.5,LOW
N5,NORMAL,0.49,2.15,0.28,0.162,3.42,26.0,78.7,94.5,0.008,0.072,0.017,10.0,LOW
N1,NORMAL,0.32,1.23,0.61,0.036,-0.52,24.4,92.8,94.9,0.023,0.037,0.006,3.7,LOW
N1,WARNING,2.1,3.5,1.21,0.25,23.06,33.7,80.5,74.9,0.233,0.209,0.046,30.2,MEDIUM
N2,NORMAL,0.9,1.25,0.47,0.023,0.21,26.5,67.7,61.9,0.0,0.092,0.006,7.6,LOW
N3,WARNING,3.24,3.43,2.85,0.551,14.53,25.0,74.0,78.5,0.258,0.25,0.036,40.3,MEDIUM
N1,NORMAL,0.79,1.88,0.18,0.129,-0.72,33.2,92.1,63.2,0.05,0.096,0.002,9.7,LOW
N5,NORMAL,0.24,1.0,0.1,0.162,4.13,30.2,91.4,85.5,0.047,0.02,0.001,6.5,LOW
N5,NORMAL,1.2,2.28,0.39,0.026,-1.96,36.2,82.0,63.9,0.032,0.092,0.009,10.0,LOW
N1,WARNING,3.04,5.21,1.15,0.644,27.73,30.1,70.0,66.4,0.164,0.114,0.1,41.7,MEDIUM
N6,NORMAL,0.28,1.05,0.82,0.141,-1.93,36.4,70.5,79.1,0.0,0.008,0.009,2.7,LOW
N6,WARNING,1.29,2.61,1.02,0.6,5.71,24.8,72.7,85.6,0.118,0.552,0.162,27.0,MEDIUM
N3,NORMAL,0.53,1.27,0.21,0.026,0.42,29.5,82.5,88.2,0.034,0.077,0.012,8.5,LOW
N5,WARNING,2.94,3.02,3.41,0.216,31.11,30.0,90.4,71.8,0.148,0.483,0.087,46.0,MEDIUM
N6,NORMAL,0.72,1.69,0.15,0.144,4.99,37.3,77.3,99.2,0.008,0.077,0.003,11.0,LOW
N5,WARNING,1.36,6.85,2.42,0.345,27.44,37.2,84.3,78.0,0.209,0.732,0.077,47.0,MEDIUM
N3,NORMAL,0.16,1.96,0.86,0.15,3.15,34.2,89.6,71.6,0.048,0.085,0.019,11.4,LOW
N3,SUBSIDENCE,9.19,15.6,5.25,2.748,93.72,34.4,67.4,63.7,0.424,1.471,0.366,100.0,CRITICAL
N6,NORMAL,0.39,0.82,0.56,0.025,2.31,28.6,89.8,99.6,0.021,0.018,0.013,5.3,LOW
N1,NORMAL,0.96,1.91,0.36,0.106,-1.63,31.5,85.4,74.7,0.036,0.068,0.005,10.1,LOW
N4,NORMAL,0.9,2.03,0.22,0.068,0.81,29.3,65.5,73.0,0.012,0.078,0.011,8.3,LOW
N2,WARNING,3.12,6.59,1.2,0.637,10.37,34.8,86.3,69.8,0.297,0.708,0.23,48.7,MEDIUM
N4,NORMAL,0.75,1.8,0.29,0.084,4.63,28.8,83.4,65.9,0.02,0.032,0.002,11.5,LOW
N4,WARNING,2.59,6.58,3.3,0.741,18.04,36.1,94.5,96.3,0.058,0.698,0.039,50.5,HIGH
N5,NORMAL,1.16,0.25,0.01,0.054,3.59,34.2,72.5,77.6,0.004,0.075,0.0,4.1,LOW
N3,NORMAL,1.17,1.47,0.07,0.16,0.27,30.1,88.2,64.7,0.029,0.071,0.016,8.9,LOW
N5,NORMAL,0.68,0.25,0.41,0.078,4.85,31.5,75.5,85.6,0.02,0.091,0.009,5.1,LOW
N6,SUBSIDENCE,9.78,37.27,16.49,1.888,59.79,28.2,69.8,82.1,0.822,0.94,1.429,100.0,CRITICAL
N2,WARNING,1.31,7.11,3.63,0.407,34.14,27.5,78.3,84.5,0.131,0.282,0.248,49.5,MEDIUM
N6,SUBSIDENCE,6.24,22.22,16.97,3.244,95.27,38.1,87.0,63.5,1.191,1.664,0.666,100.0,CRITICAL
N1,NORMAL,0.93,0.96,0.02,0.097,4.18,28.9,65.5,62.0,0.022,0.099,0.004,4.3,LOW
N2,WARNING,2.01,5.41,1.71,0.275,17.62,35.3,71.5,98.0,0.093,0.542,0.24,37.8,MEDIUM
N5,WARNING,2.93,3.35,2.74,0.731,7.9,28.2,85.8,79.1,0.118,0.362,0.047,45.3,MEDIUM
N5,NORMAL,0.56,1.19,0.76,0.179,2.12,29.9,93.1,89.7,0.038,0.037,0.017,9.6,LOW
N6,WARNING,2.83,4.1,3.39,0.24,21.14,27.6,90.5,90.7,0.234,0.719,0.151,45.0,MEDIUM
N5,SUBSIDENCE,4.81,40.28,21.28,2.605,37.88,31.1,94.8,96.7,1.673,1.254,1.041,100.0,CRITICAL
N5,SUBSIDENCE,10.17,15.37,16.59,2.724,45.15,31.5,89.2,77.1,1.492,1.12,0.852,100.0,CRITICAL
N4,WARNING,2.8,5.13,2.75,0.317,11.07,37.2,72.6,72.9,0.227,0.186,0.06,36.6,MEDIUM
N1,NORMAL,0.8,1.21,0.56,0.043,2.71,35.4,70.2,75.1,0.008,0.075,0.01,6.5,LOW
N4,NORMAL,1.03,2.04,0.97,0.056,1.77,36.7,85.3,97.5,0.001,0.097,0.004,13.3,LOW
N5,SUBSIDENCE,5.61,20.77,6.96,2.207,106.06,33.7,86.7,76.3,1.157,2.34,0.656,100.0,CRITICAL
N3,NORMAL,0.35,1.55,0.37,0.179,1.09,24.9,90.6,83.6,0.022,0.084,0.005,8.7,LOW
N4,WARNING,1.8,4.39,2.28,0.568,19.05,33.1,78.5,73.4,0.149,0.646,0.037,42.1,MEDIUM
N5,WARNING,3.33,6.78,1.66,0.552,29.67,32.6,66.2,83.4,0.297,0.589,0.179,52.0,HIGH
N5,WARNING,3.05,4.67,2.76,0.708,10.16,35.8,78.1,62.8,0.12,0.177,0.135,41.4,MEDIUM
N1,SUBSIDENCE,5.74,40.92,14.04,3.904,97.58,36.0,75.0,71.6,0.921,3.144,1.081,100.0,CRITICAL
N6,NORMAL,0.85,2.08,0.41,0.071,3.78,37.5,87.5,68.9,0.034,0.034,0.011,9.2,LOW
N2,NORMAL,0.42,0.81,0.85,0.123,4.58,27.7,85.4,88.9,0.005,0.005,0.014,7.7,LOW
N4,NORMAL,0.43,2.39,0.77,0.079,0.88,32.7,69.0,99.7,0.036,0.03,0.006,8.9,LOW
N4,NORMAL,0.42,1.08,0.22,0.123,-1.58,27.5,80.4,87.8,0.046,0.03,0.019,7.5,LOW
N4,NORMAL,0.77,1.38,0.79,0.095,0.33,27.9,87.9,90.5,0.036,0.094,0.012,12.2,LOW
N5,NORMAL,0.39,1.08,0.14,0.033,3.65,25.0,94.5,74.7,0.019,0.028,0.005,6.0,LOW
N1,WARNING,1.58,7.25,3.17,0.558,13.92,28.8,68.3,96.0,0.154,0.689,0.167,47.3,MEDIUM
N5,SUBSIDENCE,11.62,34.6,16.45,2.605,107.86,39.0,93.3,82.3,1.341,1.084,0.365,100.0,CRITICAL
N5,NORMAL,0.34,1.54,0.76,0.021,3.76,33.7,71.3,84.3,0.023,0.046,0.009,9.3,LOW
N6,NORMAL,0.15,2.07,0.82,0.07,-1.26,28.9,90.2,61.0,0.037,0.047,0.018,6.9,LOW
N3,SUBSIDENCE,10.07,33.1,13.47,3.891,105.65,29.3,69.9,82.3,1.695,3.012,0.899,100.0,CRITICAL
N1,NORMAL,0.26,0.6,0.36,0.05,1.51,31.3,79.2,69.8,0.033,0.07,0.011,7.7,LOW
N4,NORMAL,0.82,1.71,0.26,0.132,4.01,25.3,74.1,68.5,0.03,0.012,0.007,10.1,LOW
N2,NORMAL,0.71,1.17,0.72,0.078,-0.92,24.6,71.3,71.9,0.012,0.055,0.009,8.4,LOW
N4,NORMAL,0.9,1.88,0.7,0.151,4.12,29.0,84.9,84.1,0.004,0.049,0.003,11.2,LOW
N5,NORMAL,0.24,1.94,0.79,0.042,2.31,34.7,75.1,98.2,0.047,0.009,0.003,7.6,LOW
N1,SUBSIDENCE,8.81,25.88,10.08,1.575,83.75,36.2,72.8,97.7,1.188,2.124,1.397,100.0,CRITICAL
N1,NORMAL,0.93,2.26,0.14,0.025,1.45,24.3,80.9,67.1,0.022,0.087,0.003,10.3,LOW
N1,NORMAL,0.15,0.25,0.14,0.08,4.19,30.4,91.5,89.0,0.038,0.053,0.009,4.3,LOW
N3,NORMAL,0.29,2.36,0.77,0.025,1.52,33.1,89.5,99.1,0.033,0.006,0.007,7.9,LOW
N4,NORMAL,0.23,1.65,0.89,0.135,2.43,25.6,93.1,99.5,0.011,0.082,0.011,11.4,LOW
